Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
B1 Temel Akademik İsimler,thrust,"thrust - thrust, saldırmak, dayamak",isim,B1,,I thrust my hand into my pocket.,Elimi cebime soktum.
B2 İleri Akademik İsimler,thunder,"gök gürültüsü, gök gürlemesi, gümbürdemek",isim,B2,,I'm afraid of thunder.,Şimşekten korkuyorum.
B1 Temel Akademik İsimler,timber,"kalas, kereste, payanda vurmak",isim,B1,,The investigation highlighted the critical role of timber.,Soruşturma kalas kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,timbers,"uç kısımları geçme yapacak şekilde birleştirmek, kuş uçmaz kervan geçmez taşrada/kırsalda olan yer, geminin yan tarafındaki en yüksek kaburgalar",isim,B2,,The investigation highlighted the critical role of timbers.,Soruşturma uç kısımları geçme yapacak şekilde birleştirmek kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,tire,"yorulmak, yormak, tekerlek",isim,B1,"exhaust, fatigue, wear out",I got a flat tire.,Patlak bir lastiğim var.
B2 İleri Akademik İsimler,together,"birlikte, beraber, kuyruk",isim,B2,,We'll do it together.,Onu birlikte yapacağız.
B1 Temel Akademik İsimler,tomb,"mezar, türbe, gömmek",isim,B1,,I wonder who's buried in that tomb.,O mezarda kimin gömülü olduğunu merak ediyorum.
B1 Temel Akademik İsimler,tone,"ton, yumuşatmak, uyuşmak",isim,B1,,I don't like your tone.,Ben senin ses tonunu sevmiyorum.
B1 Temel Akademik İsimler,tool,"araç, alet, arabada gitmek",isim,B1,,This is the best tool to use.,Bu kullanmak için en iyi alet.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",tooth,"diş, dişle kaplamak, pütürlü yapmak",isim,B1,,I had a tooth pulled.,Ben bir diş çektirdim.
B1 Temel Akademik İsimler,top,"tepe, baş, üst",isim,B1,,He came out on top.,O zirveye yaklaştı.
B1 Temel Akademik İsimler,touch,"ellemek, dokunmak, değmek",isim,B1,,I'll be in touch.,Ben irtibat halinde olacağım.
B1 Temel Akademik İsimler,towns,"kasabalar, ilçeler",isim,B1,,"You hate small towns, right?","Küçük kasabalardan nefret ediyorsun, değil mi?"
B1 Temel Akademik İsimler,trace,"iz sürmek, izini sürmek, izlemek",isim,B1,,There was no trace of him.,Ondan hiçbir iz yoktu.
B1 Temel Akademik İsimler,track,"izlemek, iz, yol",isim,B1,,We're on track now.,Biz şimdi yoldayız.
B2 İleri Akademik İsimler,trainer,"eğitimci, eğitici, antrenör",isim,B2,,I'm a dog trainer.,Ben bir köpek eğitmeniyim.
B2 İleri Akademik İsimler,training,"eğitim, alıştırma, idman",isim,B2,,I'm still in training.,Hâlâ stajdayım.
B2 İleri Akademik İsimler,transfer,"nakletmek, aktarmak, devretmek",isim,B2,,Do I need to transfer?,Benim transfer etmem gerekiyor mu?
C1 Üst Düzey Akademik İsimler,transformation,"dönüşüm, dönüştürme, inkılap",isim,C1,,The investigation highlighted the critical role of transformation.,Soruşturma dönüşüm kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,transparency,"şeffaflık, saydamlık, diyapozitif",isim,C1,,Is transparency a bad thing?,Şeffaflık kötü bir şey mi?
B2 İleri Akademik İsimler,transport,"taşımak, nakletmek, nakil",isim,B2,,The box was crushed during transport and the contents flew out.,Taşıma sırasında kutu ezildi ve içindekiler dışarı uçtu.
C1 Üst Düzey Akademik İsimler,transportation,"taşıma, nakliye, ulaştırma",isim,C1,,We have no means of transportation.,Taşımacılık araçlarımız yok.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",treatment,"tedavi, sağlık bakımı, muamele",isim,B2,"medication, cure, therapy, remedy",I expect no special treatment.,Özel muamele görmeyi beklemiyorum.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",treatments,"yeni tedaviler, iklimsel özel vasıtalar ve tıbbi tedavi konularında karşılıklı yardıma dair avrupa sözleşmesi, alüminyum alaşımlarının anodik işlemleri",isim,C1,,How much will all the treatments cost?,Tüm tedaviler ne kadara mal olacak?
B2 İleri Akademik İsimler,trekking,"yolculuk etme, yürüyüş, doğa yürüyüşü",isim,B2,,The investigation highlighted the critical role of trekking.,Soruşturma yolculuk etme kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,trend,"eğilim göstermek, meyletmek, eğimli olmak",isim,B1,,This is a new trend.,Bu yeni bir moda.
B1 Temel Akademik İsimler,trends,"eğilimler, trendler",isim,B1,,I gave up keeping up with trends.,Tendlere yetişmekten vazgeçtim.
B1 Temel Akademik İsimler,trick,"oyuna getirmek, oyun etmek, kandırmak",isim,B1,,It's not a trick.,Bu bir hile değil.
B1 Temel Akademik İsimler,tricks,"çeşitli ufak tefek eşyalar, şahsi eşyalar, pılı pırtı",isim,B1,,Don't try any tricks.,Herhangi bir hile yapma.
B2 İleri Akademik İsimler,trigger,"tetiklemek, tetik, tetiği çekip ateşlemek",isim,B2,,Don't pull the trigger.,Tetiği çekme.
B2 İleri Akademik İsimler,trouble,"sorun, dert, zahmet",isim,B2,,I'm in bad trouble.,Başım kötü belada.
B2 İleri Akademik İsimler,troubles,"beliyyat, sorunlar",isim,B2,,That's what troubles me.,Beni rahatsız eden bu.
B1 Temel Akademik İsimler,truck,"kamyon, takas etmek, trampa etmek",isim,B1,,I'll get my truck.,Kamyonumu alacağım.
B1 Temel Akademik İsimler,trucks,"kamyonet, canavar kamyonlar, beton karıştırıcı",isim,B1,,A lot of people around here drive trucks.,Buralarda birçok insan kamyon sürer.
B1 Temel Akademik İsimler,trunk,"gövde, kutuya koymak, bagaja koymak",isim,B1,,Has my trunk come yet?,Bavulum geldi mi?
B1 Temel Akademik İsimler,trust,"güvenmek, güven, inancı olmak",isim,B1,,I can't trust Tom.,Tom'a güvenemem.
B1 Temel Akademik İsimler,tube,"tüp, boru, tüp içine koymak",isim,B1,,Please buy a tube of toothpaste.,Lütfen bir tüp diş macunu al.
B1 Temel Akademik İsimler,tumor,"ur, tümör, şiş",isim,B1,,I have a brain tumor.,Bir beyin tümörüm var.
B1 Temel Akademik İsimler,tumors,tümörler,isim,B1,,The investigation highlighted the critical role of tumors.,Soruşturma tümörler kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,tunnel,"tünel, tünel açmak, tünelden geçmek",isim,B1,,Don't go through this tunnel.,Bu tünelden gitme.
B1 Temel Akademik İsimler,turkey,"türkiye, hindi, işleri yüzüne gözüne bulaştıran kimse",isim,B1,,I eat a lot of turkey.,Çok hindi yerim.
B2 İleri Akademik İsimler,turning,"çevirme dili, köşe, dönüş yeri",isim,B2,,I'm not turning back.,Ben geri dönmüyorum.
B1 Temel Akademik İsimler,tutor,"özel öğretmen, ders vermek, özel ders vermek",isim,B1,,We hired a chemistry tutor for Tom.,Tom için özel kimya dersi tuttuk.
B1 Temel Akademik İsimler,type,"yazmak, tür, tip",isim,B1,,I'm not her type.,Onun tipi değilim.
C1 Üst Düzey Akademik İsimler,typewriter,"daktilo, yazı makinesi, daktilo makinesi",isim,C1,,May I use your typewriter?,Ben senin daktilonu kullanabilir miyim?
B1 Temel Akademik İsimler,un,un,isim,B1,,What does UN stand for?,BM ne anlama geliyor?
B2 İleri Akademik İsimler,uncover,"ortaya çıkarmak, örtüsünü kaldırmak, açmak",isim,B2,,I'm just trying to uncover the truth.,Ben sadece gerçeği ortaya çıkarmaya çalışıyorum.
C1 Üst Düzey Akademik İsimler,understanding,"kavrayış, anlama, anlayış",isim,C1,,I keep on not understanding.,Anlamamaya devam ediyorum.
B1 Temel Akademik İsimler,une,"doğru, kesir çizgisi, yanal doğru",isim,B1,,The investigation highlighted the critical role of une.,Soruşturma doğru kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,unevenness,"düzgünsüzlük, pürüz, yamukluk",isim,C1,,The investigation highlighted the critical role of unevenness.,Soruşturma düzgünsüzlük kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,unrest,"huzursuzluk, bozgun, kargaşa",isim,B1,,The unrest lasted three days.,Huzursuzluk üç gün sürdü.
B1 Temel Akademik İsimler,upper,"üst, yukarı, saya",isim,B1,,He belongs to the upper class.,"O, üst sınıfa aittir."
B1 Temel Akademik İsimler,ure,"üre, yaban öküzü",isim,B1,,The investigation highlighted the critical role of ure.,Soruşturma üre kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,use,"kullanmak, kullanım, kullanma",isim,B1,,I can't use it.,Onu kullanamam.
C1 Üst Düzey Akademik İsimler,usefulness,"fayda, hayır, faydalılık",isim,C1,,The investigation highlighted the critical role of usefulness.,Soruşturma fayda kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,users,"bir malı tüketenler veya onu ara malı olarak talep edenler, kullanıcılar, kişiler",isim,B1,,Refer to the Users' Guide if you have any problems.,Herhangi bir sorununuz varsa Kullanıcı Kılavuzu'na bakın.
B1 Temel Akademik İsimler,utter,"dile getirmek, basmak, buyurmak",isim,B1,,He was an utter stranger.,Tam bir yabancıydı.
B2 İleri Akademik İsimler,vacation,"tatil, tatil yapmak, izin",isim,B2,,I'm here on vacation.,Tatil için buradayım.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",vaccination,"aşılama, aşı yapma, aşı",isim,C1,,The vaccination left a funny little mark on my arm.,Aşı kolumda komik küçük bir iz bıraktı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",vaccine,"aşı, aşı maddesi, aşıya ait",isim,B2,,Do you have the vaccine?,Aşınız var mı?
B1 Temel Akademik İsimler,value,"değer vermek, paha biçmek, değer biçmek",isim,B1,,Is that a fair value?,O adil bir değer mi?
B2 İleri Akademik İsimler,variables,değişkenler,isim,B2,,It depends upon several variables.,Birkaç değişkene bağlıdır.
B2 İleri Akademik İsimler,variation,"varyasyon, farklılık, fark",isim,B2,,The investigation highlighted the critical role of variation.,Soruşturma varyasyon kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,variety,"çeşitlilik, çeşit, sosis",isim,B2,,He grew a variety of crops.,Çeşitli ekinler yetiştirdi.
B2 İleri Akademik İsimler,vehicle,"araç, taşıt, vasıta",isim,B2,,Step away from the vehicle.,Araçtan uzaklaş.
B2 İleri Akademik İsimler,vehicles,"taşıt araçları, taşıtlar",isim,B2,,"Cars, buses, and trucks are all vehicles.","Arabalar, otobüsler, kamyonlar; hepsi birer araçtır."
B1 Temel Akademik İsimler,vein,"damar, damarlarla kaplamak, huy",isim,B1,,A dye was injected into a vein of the patient's arm.,Bir boya hastanın kol damarına enjekte edilebilir.
B2 İleri Akademik İsimler,venture,"girişim, tehlikeye atmak, riske atmak",isim,B2,,Spying on gangsters was a dangerous venture.,Gangasterlerle ilgili casusluk yapmak tehlikeli bir girişimdi.
B1 Temel Akademik İsimler,view,"incelemek, görüş, bakış",isim,B1,,Did you enjoy the view?,Manzara hoşuna gitti mi?
B1 Temel Akademik İsimler,viewer,"izleyici, seyirci, vizyonöz",isim,B1,,Television enlightens the viewers as well as entertains them.,Televizyon izleyicileri eğlendirmesinin yanı sıra onları aydınlatır.
B1 Temel Akademik İsimler,vision,"görme, hayal gibi görmek, görme kuvveti",isim,B1,,I just had a vision.,Sadece bir görüşüm vardı.
B2 İleri Akademik İsimler,visitor,"ziyaretçi, ziyarete giden kimse, zair",isim,B2,,We've got a visitor.,Bir konuğumuz var.
B1 Temel Akademik İsimler,voice,"ses, ses tellerini titreştirerek oluşturmak, dile getirmek",isim,B1,,It's Tom's voice.,"O, Tom'un sesi."
B2 İleri Akademik İsimler,waiting,"bekleyiş, bekleme, refakat",isim,B2,,I'm sick of waiting.,Beklemekten bıktım.
B2 İleri Akademik İsimler,walking,"yürüyüş, yürüme, yürüyen",isim,B2,,I don't mind walking.,Yürüyüşe itirazım yok.
B1 Temel Akademik İsimler,wander,"başıboş dolaşmak, dolaşmak, amaçsızca dolaşmak",isim,B1,,Don't wander too far.,Çok uzağa gitme.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",war,"harp, savaş, savaş halinde olmak",isim,B1,,He is a war orphan.,"O, bir savaş yetimidir?"
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",warming,"dayak atma, ısınma, ısıtma",isim,B2,,I'm just warming up.,Daha yeni ısınıyorum.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",warmth,"sıcaklık, ısı, ateşlilik",isim,B1,,I remember the warmth of his arms.,Onun kollarının sıcaklığını hatırlıyorum.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",warrior,"savaşçı, cenkçi, silahşor",isim,B2,,The warrior is conscious of both his strength and his weakness.,Savaşçı hem gücünün hem de zayıflığının bilincindedir.
B2 İleri Akademik İsimler,washing,"yıkanma, yıkama, bulaşık yıkama",isim,B2,,He is washing a car.,O bir araba yıkıyor.
B1 Temel Akademik İsimler,way,"yol, taraf, tarz",isim,B1,,I'm on my way.,Ben yoldayım.
B1 Temel Akademik İsimler,ways,"yollar, kızak",isim,B1,,We have a ways to go.,Gidecek bir yolumuz var.
B1 Temel Akademik İsimler,wealth,"varlık, zenginlik, servet",isim,B1,,Health is better than wealth.,Sağlık servetten daha iyidir.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",weather,"hava, hava durumu, yalpalamak",isim,B2,,"Nice weather, isn't it?","Güzel hava, değil mi?"
B1 Temel Akademik İsimler,weaver,"dokumacı, dokuyucu, çulha",isim,B1,,The investigation highlighted the critical role of weaver.,Soruşturma dokumacı kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,weekend,"hafta sonu, hafta sonunu geçirmek, haftasonu",isim,B2,,I had a good weekend.,İyi bir hafta sonu geçirdim.
B1 Temel Akademik İsimler,weight,"ağırlık yapmak, sıklet, ağırlık",isim,B1,,I've put on weight.,Ben kilo aldım.
B2 İleri Akademik İsimler,welfare,"gönenç, refah, yardım",isim,B2,,I'll live on welfare.,Ben refah yaşayacağım.
B1 Temel Akademik İsimler,well,"kuyu, iyi, peki",isim,B1,,He's in the well.,O kuyudadır.
B2 İleri Akademik İsimler,wellbeing,"iyilik, saadet, sağlık",isim,B2,,The investigation highlighted the critical role of wellbeing.,Soruşturma iyilik kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,wellness,"zindelik, sağlık, sıhhat",isim,B2,,The investigation highlighted the critical role of wellness.,Soruşturma zindelik kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,what,"ne, neyi, hangi",isim,B1,,It's what I am.,Ben buyum.
B2 İleri Akademik İsimler,wherever,"nerede, nereye, her nerede",isim,B2,,I'll go wherever you go.,Gittiğin her yere gideceğim.
B1 Temel Akademik İsimler,whose,"isim olarak kullanılan yancümlenin başında bulunur, sıfat olarak kullanılan yancümlenin başında bulunur, kimin",isim,B1,,Whose turn is it now?,Şimdi kimin sırası?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",will,"vasiyet, irade, dilemek",isim,B1,,I will buy a car.,Bir araba alacağım.
B1 Temel Akademik İsimler,wire,"telle bağlamak, tel takmak, telle çevirmek",isim,B1,,It's a wire cage.,Bu bir kafes.
B1 Temel Akademik İsimler,wisdom,"akıl, bilgelik, hikmet",isim,B1,knowledge,He is a man of wisdom.,"O, bilge bir adam."
B2 İleri Akademik İsimler,witness,"şahit olmak, şahitlik etmek, tanık olmak",isim,B2,,We've got a witness.,Bir görgü tanığımız var.
B2 İleri Akademik İsimler,witnesses,"tanıklar, şahitler, görgü tanıkları",isim,B2,,There weren't any witnesses.,Herhangi bir tanık yoktu.
B1 Temel Akademik İsimler,wives,eşler,isim,B1,,I have three ex-wives.,Üç eski karım var.
B1 Temel Akademik İsimler,wood,"odun, tahta, ahşap",isim,B1,,I like to chop wood.,Tahta doğramayı severim.
B1 Temel Akademik İsimler,worker,"işçi, adam, amele",isim,B1,,I'm a hard worker.,Ben çok çalışkanım.
B2 İleri Akademik İsimler,workers,işçi sınıfı,isim,B2,,He hired some new workers.,O bazı yeni işçileri işe aldı.
B2 İleri Akademik İsimler,workplace,"işyeri, iş yeri, dükkan",isim,B2,,Always keep your workplace organized.,Her zaman iş yerinizi düzenli tutun.
B1 Temel Akademik İsimler,works,"yapıtlar, fabrika, tesis",isim,B1,,He works at a bank.,O bir bankada çalışıyor.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",workshop,"çalıştay, seminer, zanaatçıya ait atölye",isim,B2,,I am working at the workshop.,Ben atölyede çalışıyorum.
B1 Temel Akademik İsimler,worth,"değer, eder, çap",isim,B1,,It's worth a try.,Denemeye değer.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",wr,"kırmızı renkli, monoazo bir organik pigment",isim,B1,,I'd like to wring Tom's neck.,Tom'un boynunu sıkmak istiyorum.
B1 Temel Akademik İsimler,yard,"bahçe, avlu, açıklık",isim,B1,,We have a big yard.,Büyük bir bahçemiz var.
B1 Temel Akademik İsimler,yeah,"tamam, he, evet",isim,B1,,"Yeah. I think so, too.",Evet. Ben de öyle düşünüyorum.
B1 Temel Akademik İsimler,years,"yıllar, yıl",isim,B1,,Give it a few years.,Ona birkaç yıl ver.
B1 Temel Akademik İsimler,yes,"evet, olumlu cevap, olumlu oy",isim,B1,,I won't say yes.,Evet demeyeceğim.
B1 Temel Akademik İsimler,yogurt,yoğurt,isim,B1,,I'd like some yogurt.,Biraz yoğurt isterim.
B1 Temel Akademik İsimler,you're,"tehlikedesin, yaşlısın diye haklı olman gerekmiyor, umarım ne yaptığını biliyorsundur",isim,B1,,The investigation highlighted the critical role of you're.,Soruşturma tehlikedesin kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,your,"senin, sizin",isim,B1,,Am I in your way?,Ben senin yolunda mıyım?
B1 Temel Akademik İsimler,youth,"gençlik, genç, genç kişi",isim,B1,,I spent my youth there.,Gençliğimi orada geçirdim.
B1 Temel Akademik İsimler,zone,"kuşak, bölge, bir yerde ancak belirli bir faaliyete izin vermek",isim,B1,,It's like a war zone there.,Bu orada bir savaş bölgesi gibi.
